crn,response,instructor
11550,made concepts and methodologies clear was very respectful and nice to students answered questions with patience,"Annunziato, Jose"
11550,very good practical demonstration for learning,"Annunziato, Jose"
11550,thank you so much professor really helpful explanation and make web dev much more attractive to me,"Annunziato, Jose"
11550,welldesigned course and always up for any queries,"Annunziato, Jose"
11550,professor explain the concepts in depth and explained industry relevant concepts,"Annunziato, Jose"
11550,good at clearing doubts and took out sufficient time for student to clear their doubts,"Annunziato, Jose"
11550,the best professor,"Annunziato, Jose"
11550,the topics taught were extremely practical and delivered efficiently,"Annunziato, Jose"
11550,instructor is passionate friendly and good at teaching this class overall,"Annunziato, Jose"
11550,ive learned a lot of new skills that are very useful and when im done ill be able to master the basics of developing the front and back end of a website thats why i recommend this class to anyonestudying computers,"Annunziato, Jose"
11550,documentation,"Annunziato, Jose"
11550,practical implementation,"Annunziato, Jose"
11550,instructor was always open to resolving doubts and taught the course really well,"Annunziato, Jose"
11550,instructor had a clear picture of what he is planning to discuss in every class and was welcoming to take up students questions,"Annunziato, Jose"
11550,prof is very knowledgeable and is enthusiastic about the subject very fair in grading as well,"Annunziato, Jose"
11550,the professor created a really good syllabus the assignments were extremely creative and informative he also conducted a lot of office hours to resolve queries and help students out i would 100recommend this course to all cs students,"Annunziato, Jose"
11550,great professor explains really well very understanding,"Annunziato, Jose"
11550,he was enthusiastic he had a lot of knowledge he himself during lecture is very organized,"Annunziato, Jose"
11550,the professor knows his field thoroughly he teaches enthusiastically and answers all doubts patiently he makes the topics interesting,"Annunziato, Jose"
11550,covers material thoroughlyanswers questions,"Annunziato, Jose"
40252,providing lectures and inclass quizzes,"Mwaura, Jonathan"
40252,good interactive classes course resources provided and the challenging assignments were the strengths of the course,"Mwaura, Jonathan"
40252,course was good more clear questions are needed in assignments,"Mwaura, Jonathan"
40252,enthusiastic and eager to teach in a fun way,"Mwaura, Jonathan"
40252,the instructor is always happy to help and very patient,"Mwaura, Jonathan"
37421,progression of toolslanguages built off one another in a way that made it easy to learn and expand skillset,"Mitra, Joydeep"
37421,this course teaches you true web development,"Mitra, Joydeep"
37421,very knowledgeable and enthusiastic eager to help students debug code and talk through any blocks in understanding,"Mitra, Joydeep"
37421,one of the key strengths of this course was its wellstructured content which facilitated a clear understanding of complex subjects the instructor excelled in presenting the material in an engaging andaccessible manner often using realworld examples to connect theory with practice additionally the instructor was highly approachable and responsive providing valuable feedback and supportthroughout the course these attributes significantly enhanced the learning experience and student engagement,"Mitra, Joydeep"
37421,the course covered all necessary topics the instructor had a good course setup,"Mitra, Joydeep"
37421,class activity really helps me understand deeply,"Mitra, Joydeep"
37421,in class activities were good instructor clearly had enough activities to keep the class engaging while imparting more skills,"Mitra, Joydeep"
11382,the professor was very enthusiastic and knowledgeable about the course but the material was very dense and contained lots of mathematical formulas and concepts,"Smith, David"
11382,very passionate,"Smith, David"
11382,he is very passionate about the subject  thats goodits just that he talks a lot and there is very little meat in the lecturesi would prefer going deeper in some of the math  like transformers and having exercises on that lot of the times i went home and i learned very little,"Smith, David"
35156,the material is fun and the overall pace was good and interesting the professors enthusiasm for the content was good to see,"Amato, Christopher"
35156,enthusiastic nice knowledgeable,"Amato, Christopher"
35156,the professor makes the classes exciting and teaches all topics in depth he makes sure everyone has clear understanding of the course the updated assignments used in this semester were very helpfulas they focused more on ai algorithms rather than coding knowledge,"Amato, Christopher"
35156,you can see his passion for the subject and the way he teaches the subject reciprocates that passion itself in his teaching and he keeps the class actively engaged student actively participate and learn aswe are going through the class,"Amato, Christopher"
35156,the instructor interacts actively with students in class and online creating a positive learning atmosphere,"Amato, Christopher"
35156,professor amato has a lot of enthusiasm for the subject and that comes through in his inflection and tone during lecturesthe course covers the necessary curriculum needed to understand the basics of ai and goes through it in a logical flow that builds concepts on top of each other the curriculum is basically identical to theberkeley cs188 course which is outstanding,"Amato, Christopher"
35156,the professor is very passionate,"Amato, Christopher"
35156,communication and knowledge,"Amato, Christopher"
35156,clear and organized,"Amato, Christopher"
35156,very nice lectures and having them recorded makes all the difference being able to rewatch something to understand a concept is invaluable,"Amato, Christopher"
35156,super interesting content going through the atari rl games was super fun,"Amato, Christopher"
35156,materials and assignments,"Amato, Christopher"
35156,it provided basics of ai and its origin the instructor had indepth knowledge in this domain,"Amato, Christopher"
35156,professor is very supportive and considerate to students,"Amato, Christopher"
35156,the professor seemed very excited to teach this course,"Amato, Christopher"
40250,uptodate with current web dev technologies,"Bogden, Philip"
40250,the in class exercises were great some parts of the course material had so many moving parts that it was very helpful to work with my classmates to understand logic syntax etc professor bogden wasgreat about answering questions and clarifying key concepts,"Bogden, Philip"
40250,easy and water,"Bogden, Philip"
40250,very accommodating and reasonable professor who brings a lot of resources for the students to refer to apart from coursework,"Bogden, Philip"
40250,enthusiasm for the content availability of support and the structure of the assignments and challenges presented in the course,"Bogden, Philip"
40250,throughout the course i found the material to be exceptionally wellstructured and thoughtfully delivered,"Bogden, Philip"
40250,passionate about web development technologies platforms and knowledgeable,"Bogden, Philip"
11209,professor is great to learn search algorithms and certain reinforcement learning techniques you may grit your teeth at times but the job does get accomplished,"Amato, Christopher"
11209,professor amato is very knowledgeable and the material is fascinating,"Amato, Christopher"
11209,the course would be interesting if the professor explained concepts rather than showing slides of uc berkley the course is not at the grad level since the course work has been taken from uc berkleyundergrad he provided the same to us,"Amato, Christopher"
11209,material and in class teaching session,"Amato, Christopher"
11209,na,"Amato, Christopher"
40251,the professor really makes an effort to engage with his students he uses literally every second of our allotted time together as effectively as possible hes very knowledgeable about the subject willing toanswer questions and encourages discussion he provides a lot of supplementary materials,"Mwaura, Jonathan"
40251,professor m is fantastic he knows his subject and he genuinely cares about his students learning not just checking a box for doing the class he will help as much as you need him to,"Mwaura, Jonathan"
40251,professor clearly loves the material and his excitement is contagious he knows it all very well,"Mwaura, Jonathan"
40251,instructor is extremely knowledgable in the subject of algorithms very cordial and professional,"Mwaura, Jonathan"
40251,clarity in his lectures,"Mwaura, Jonathan"
11744,the assignment in the course is designed in a such a way that the learner learns most of the concepts for implementing information retrieval concepts,"Smith, David"
11744,he is very knowledgeable in the subject,"Smith, David"
11744,course was easy to understand,"Smith, David"
39756,passion and creativity love the fact that he brings other tech inspirations other than just react and firebase to the course,"Guerra Gomez, John Alexis"
39756,participation,"Guerra Gomez, John Alexis"
39756,hes the best,"Guerra Gomez, John Alexis"
39756,excellent interaction in class and very motivated to teach the subject,"Guerra Gomez, John Alexis"
39756,this instructor knows a lot and he can extend other points of knowledge explained through one small aspect,"Guerra Gomez, John Alexis"
39756,i love seeing professor john teaching with enthusiasm and hes always looking for new things happening in the cs field this helps me learn a lot,"Guerra Gomez, John Alexis"
39756,projects,"Guerra Gomez, John Alexis"
39756,the atmosphere in class is quite intriguing,"Guerra Gomez, John Alexis"
39756,very friendly and funny,"Guerra Gomez, John Alexis"
39756,classes are always impressive and full of knowledge professor can answer any questions while giving sample code,"Guerra Gomez, John Alexis"
15054,any student taking this course will know how to design a program based on the problem statement,"Shesh, Amit"
15054,smart and very welldesigned teaching pattern,"Shesh, Amit"
15054,good at lecture assignments were alligned with lecture without going to lecture you cant do the assignments well,"Shesh, Amit"
15054,it is very easy to communicate with prof shesh his expertise in the subject is awesome hed give just the right amount of help to the students with assignments which motivated me further to find a betterway out,"Shesh, Amit"
15054,prof shesh is very intellectual and he also live code during the class which helps in practical learning the course was also very well structured and seamless,"Shesh, Amit"
15054,his ability to answer questions effectively and completely was amazing he always first explains why we dont use alternatives before explaining why we do use a particular approach this was super helpfulthe structure of the class was really very intuitive and i learned a lot,"Shesh, Amit"
15054,the course was highly informative and included practical coding challenges that significantly enhanced my coding practices style and understanding of design principles i am very satisfied with both thecourse content and the assignments i am pleased with the courses design by the instructor which ensured maximum learning for everyone involved,"Shesh, Amit"
15054,extremely knowledgeablevery helpfulextremely empathetic,"Shesh, Amit"
15054,the grasp of the concepts of the professorquality of assignmentsteaching assistants are very knowledgeable too,"Shesh, Amit"
15054,the sheer knowledge the professor has is amazing he teaches very affectively and his classes are super engaging he is also very approachable and we love his classes,"Shesh, Amit"
15054,this is not about the instructor but rather to khoury im disappointed with khourys course selection making a java class a core requirement this class is 75 not about programming design paradigm itsmore like a classes that teaches java tips most of the skills are not transferable i knew this is going to be a bad class at least for me after the first lecture the professor gives very bad example comparingjava with c and python the suffering continues for the rest of the semester definitely not worth the tuition im paying,"Shesh, Amit"
15054,deep and through knowledge of course,"Shesh, Amit"
15054,i think the instructor made this course very interesting and engaging additionally this course probably ranks 3rd in terms of courses that i took and how much they improved me as a coder  behind intro tocoding course and data structure and algorithms course,"Shesh, Amit"
15054, professor shesh is extremely dedicated and passionate about his course and it shows in the gusto with which he approaches his teaching methodology he is humorous and that allows the class to have pleasant refreshers during long theoretical content he comes to class with meticulous preparedness and has always been timely in his teachings,"Shesh, Amit"
15054,great at teaching has real in depth knowledge of the subject and possesses great energy for teaching very approachable,"Shesh, Amit"
15054,a very good teacher very knowledgable always taking doubts and giving good answers a really interactive and enjoyable class,"Shesh, Amit"
15054,prof shesh has such a good grasp on programming design paradigms each concept was taught with a lot of precision and clarity he is an excellent professor whose experience reflects through histeaching,"Shesh, Amit"
40243,thoughtful well designed classduring class the instructor goes around the class and discusses the design patterns we used in our projects and gives valuable feedback and it is great,"Dym, Brianna"
40243,great communication,"Dym, Brianna"
40243,the instructor addressed the topic clearly to the students,"Dym, Brianna"
40243,explaining all the concepts clearly,"Dym, Brianna"
40243,good course work interactive sessions and extremely helpful assignments and class activities,"Dym, Brianna"
40243,good java knowledge,"Dym, Brianna"
40243,kindness,"Dym, Brianna"
40243,one particular ta was bad he himself doesnt know much but expects everyone to know everything,"Dym, Brianna"
40243,outsidebox thinking was the best part of the professor prof focused more on learning rather than just grades it was cool,"Dym, Brianna"
40243,professor was very enthusiastic and willing to help anyone the course itself has a lot of freedom to explore how to complete assignments,"Dym, Brianna"
